#@title=Mock tracker cell plasma propagation time (PPT) table for test only
#@author=F.Mauger
#@date=2026-03-19
#cell_num;start_time;stop_time;ppt_type;ppt[ns];ppt_error[ns]
270;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
271;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
272;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
273;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
274;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
275;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
276;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
277;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
278;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
279;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
280;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
281;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
282;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
283;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
284;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
285;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
286;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
287;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
288;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
289;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
290;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
291;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
292;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
293;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
294;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
295;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
296;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
297;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
298;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
299;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
300;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
301;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
302;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
303;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
304;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
305;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
306;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
307;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
308;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
309;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
310;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
311;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
312;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
313;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
314;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
315;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
316;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
317;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
318;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
319;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
320;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
321;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
322;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
323;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
324;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
325;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
326;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
327;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
328;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
329;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
330;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
331;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
332;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
333;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
334;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
335;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
336;2026-04-01 00:00:00;2027-04-01 00:00:00;normal;53250.0;1750.0
